0000044.7366,7.0878978,     004.14364297,    0035.371,0003.09368
 00068.5212,      67.06854777,      26.10323484,  0093.663712,     0029.805
     0016.520781,   000063.7215,      44.825326,     00066.599818,30.932204
 045.7603959,     88.9675356,    000022.31035,000009.9996,     0049.3133995
    45.1352661,  000093.665,      0012.9932355,    00000010.36,    0021.45524
 36.5677534,      02.725570878,00063.7591,0000038.6246, 47.10947153
    00053.01435,     0027.145326,28.904033,14.86112,     086.6787
      00097.20649,    053.5978,   000038.5381,     71.82516, 088.33476669
  85.9747755,    0010.9052,   0000002.2779,      01.61025953,     077.197271
     66.4376216,     00094.376386,     10.0597053,00037.804,      000007.3229
   028.2055377, 00079.5673,   95.67986654,     000086.54255,   000016.704
    63.10837956,0035.807842,99.03145,     00000099.36,0094.4775
   0016.673677,      0000034.274,  57.05883993,      69.71521999, 082.76548396
    0000047.1132,    00082.527,  0000076.784,     081.8852987,      64.1795963
0043.6145,  7.8231818,0000096.621,  000008.0033,0000074.7154
    49.391984,    001.8181088,  26.5966276,     024.20343, 0000086.448
0032.3154359,  9.5573964, 00008.314236,000045.3644,      0000.48247
    0055.70398,     00077.583,      0046.598685, 42.8768175,      32.11624
  76.1683853,  63.31737028,  0067.988,    000012.977,      64.20732339
00000047.812,   00033.958,00068.778534,     00067.2139, 000054.7053
 49.2475258,      0019.6667149,    0026.819877,     18.3604799,  00000023.676
   066.317982,     63.952891,  81.121896,      67.7085152,      0053.142445
4.5901815,      00096.4777,   45.5481211,   000056.426,     12.59618
      06.06607,     029.2532728,      63.60076471,     51.717896,      00008.00455
  00036.762,      69.1785233,  52.613149,     0069.232671,      0039.38754
0083.044,     98.33997965,      083.97464, 090.3024,    036.915453
27.269183,   97.628691,  071.207744,  24.17333543,  66.7088733
    0000034.669,      0073.7711,004.70549,     00.828731515, 00000048.978
 00000066.843,    00010.690478,  00000032.037,32.13557182,23.96487637
10.28793,   14.860749, 34.23811061,  078.1143,  0064.502
